Index,Task,EDD_Lmax,EDD_time,ERD_Lmax,ERD_time,Schrage_Lmax,Schrage_time,PreemptSchrage_Lmax,PreemptSchrage_time,Construction_Lmax,Construction_time,Carlier_Lmax,Carlier_time,LB,is_opt_EDD,is_opt_ERD,is_opt_Schrage,is_opt_SchragePMNT,is_opt_Constr,is_opt_Carlier
1639,data/100_Independent1639,8717,0.005067,4814,0.007497,4814,0.008134,4814,0.015501,5479,0.64227,4814,0.02530,4814,0,1,1,1,0,1
1640,data/100_Independent1640,9272,0.006967,5440,0.007214000000000000,5440,0.009267,5440,0.017167,5440,0.64288,5440,0.02621500000000000,5440,0,1,1,1,1,1
1641,data/100_Independent1641,7736,0.007504,4757,0.007433,4513,0.008989000000000000,4481,0.01693200000000000,4711,0.6304200000000000,4481,0.099588,4481,0,0,0,1,0,1
1642,data/100_Independent1642,8534,0.007347,5126,0.007542000000000000,4963,0.00873,4904,0.016355,5250,0.61020,4921,0.08230,4868,0,0,0,0,0,0
1643,data/100_Independent1643,7028,0.007399,4109,0.007519,4109,0.008771,4109,0.01782700000000000,4162,0.63645,4109,0.029459,4109,0,1,1,1,0,1
1644,data/100_Independent1644,7874,0.007346000000000000,4594,0.007475000000000000,4554,0.008907999999999999,4551,0.029631,4647,0.60578,4551,0.0767210000000000,4551,0,0,0,1,0,1
1645,data/100_Independent1645,8959,0.007243,5119,0.007469,5119,0.010112,5119,0.01717200000000000,5119,0.63568,5119,0.027239,5119,0,1,1,1,1,1
1646,data/100_Independent1646,7239,0.007508000000000000,4217,0.007564,4217,0.008790,4217,0.015802,4290,0.6282,4217,0.025599,4217,0,1,1,1,0,1
1647,data/100_Independent1647,8998,0.007637,5318,0.007354,5318,0.008619,5314,0.017061,5342,0.6235910000000000,5314,0.047356,5314,0,0,0,1,0,1
1648,data/100_Independent1648,8061,0.007020,4821,0.007602,4821,0.008537,4796,0.016885,4796,0.62114,4796,0.04739,4796,0,0,0,1,1,1
1649,data/100_Independent1649,8228,0.007566000000000000,4947,0.007206,4947,0.008061,4947,0.01592,4949,0.61169,4947,0.02429200000000000,4947,0,1,1,1,0,1
1650,data/100_Independent1650,7141,0.007212,4800,0.007239,4684,0.008708,4681,0.01674300000000000,4681,0.68495,4681,0.047357,4681,0,0,0,1,1,1
1651,data/100_Independent1651,6808,0.007408,4550,0.00857,4404,0.00929,4388,0.01668900000000000,4388,0.68739,4388,0.065690,4388,0,0,0,1,1,1
1652,data/100_Independent1652,6817,0.007560,4939,0.007494000000000000,4541,0.009466,4485,0.017310,4485,0.63420,4485,0.1597,4485,0,0,0,1,1,1
1653,data/100_Independent1653,7324,0.008050,4925,0.007576,4925,0.009003,4925,0.016745,4925,0.61569,4925,0.02672500000000000,4925,0,1,1,1,1,1
1654,data/100_Independent1654,6424,0.007312,4460,0.007298000000000000,4460,0.008191,4460,0.0158,4460,0.6163,4460,0.034909,4460,0,1,1,1,1,1
1655,data/100_Independent1655,5806,0.007453,3686,0.007473,3686,0.008516,3681,0.014874,3681,0.6242170000000000,3681,0.044144,3681,0,0,0,1,1,1
1656,data/100_Independent1656,6274,0.007403,4260,0.007553,4260,0.008879,4260,0.016252,4260,0.63322,4260,0.02711900000000000,4260,0,1,1,1,1,1
1657,data/100_Independent1657,7448,0.007907,4937,0.008724,4879,0.008930000000000000,4861,0.016422,4861,0.62179,4861,0.06278,4861,0,0,0,1,1,1
1658,data/100_Independent1658,5553,0.007771,3611,0.007666,3611,0.008660,3611,0.015925,3611,0.62601,3611,0.02604300000000000,3611,0,1,1,1,1,1
1659,data/100_Independent1659,7028,0.007388000000000000,4468,0.007568,4468,0.008160,4468,0.015652,4468,0.62244,4468,0.026651,4468,0,1,1,1,1,1
1660,data/100_Independent1660,5641,0.007647,4371,0.007419,4371,0.008654999999999999,4323,0.01670000000000000,4323,0.62787,4323,0.048537,4323,0,0,0,1,1,1
1661,data/100_Independent1661,6566,0.007537,5200,0.007359,5156,0.009161,5133,0.01717900000000000,5133,0.62339,5133,0.0676590000000000,5133,0,0,0,1,1,1
1662,data/100_Independent1662,5718,0.007325,4428,0.007378,4396,0.009044,4391,0.016609,4391,0.62047,4391,0.0654970000000000,4391,0,0,0,1,1,1
1663,data/100_Independent1663,5569,0.007601,4615,0.007237000000000000,4615,0.009469999999999999,4615,0.018231,4615,0.61910,4615,0.028260,4615,0,1,1,1,1,1
1664,data/100_Independent1664,5780,0.007483,4464,0.00722,4464,0.008165,4464,0.016008,4464,0.62041,4464,0.025288,4464,0,1,1,1,1,1
1665,data/100_Independent1665,5540,0.007930,4226,0.007450000000000000,4226,0.008789999999999999,4205,0.016387,4205,0.64543,4205,0.046195,4205,0,0,0,1,1,1
1666,data/100_Independent1666,5693,0.007267,4397,0.007298,4397,0.008643,4343,0.017330,4343,0.62438,4343,0.047211,4343,0,0,0,1,1,1
1667,data/100_Independent1667,6325,0.007331,4956,0.007306000000000000,4956,0.009021,4930,0.015737,4930,0.64639,4930,0.046516,4930,0,0,0,1,1,1
1668,data/100_Independent1668,5459,0.007799000000000000,4397,0.007500,4297,0.00870,4268,0.016867,4268,0.62383,4268,0.097735,4268,0,0,0,1,1,1
1669,data/100_Independent1669,5207,0.007394000000000000,4476,0.007425,4476,0.008500,4476,0.015943,4476,0.62079,4476,0.024800,4476,0,1,1,1,1,1
1670,data/100_Independent1670,4794,0.007539,4407,0.007165000000000000,4407,0.012310,4407,0.015437,4407,0.6297670000000000,4407,0.027028,4407,0,1,1,1,1,1
1671,data/100_Independent1671,4359,0.007494,3506,0.007555,3506,0.00868800000000000,3506,0.016290,3506,0.62538,3506,0.024735,3506,0,1,1,1,1,1
1672,data/100_Independent1672,4735,0.007372,4641,0.007367000000000000,4608,0.008665000000000001,4559,0.01693,4559,0.62532,4559,0.0650470000000000,4559,0,0,0,1,1,1
1673,data/100_Independent1673,4221,0.007589,4033,0.011395,4033,0.008912000000000000,4033,0.01673000000000000,4033,0.6257190000000000,4033,0.026169,4033,0,1,1,1,1,1
1674,data/100_Independent1674,4553,0.007230000000000000,4186,0.007785,4186,0.008499,4186,0.015564,4186,0.62484,4186,0.025086,4186,0,1,1,1,1,1
1675,data/100_Independent1675,4800,0.007517,4874,0.007119,4750,0.008897,4737,0.01671800000000000,4737,0.63066,4737,0.078969,4737,0,0,0,1,1,1
1676,data/100_Independent1676,4848,0.007390,4412,0.007441,4412,0.008651,4412,0.016599,4412,0.6359,4412,0.026671,4412,0,1,1,1,1,1
1677,data/100_Independent1677,4752,0.007755,4574,0.007536,4574,0.009107000000000001,4522,0.016860,4522,0.70044,4522,0.048766,4522,0,0,0,1,1,1
1678,data/100_Independent1678,4677,0.007487000000000000,4280,0.007337,4280,0.008892,4280,0.016067,4280,0.61369,4280,0.02489100000000000,4280,0,1,1,1,1,1
1679,data/100_Independent1679,5513,0.007465000000000000,5155,0.007178000000000000,5155,0.008347,5108,0.015890,5108,0.6220590000000000,5108,0.045028,5108,0,0,0,1,1,1
1680,data/100_Independent1680,8893,0.004982,4183,0.007167,4183,0.008146000000000000,4183,0.014569,5294,0.6233,4183,0.032491,4183,0,1,1,1,0,1
1681,data/100_Independent1681,9021,0.004741,3940,0.006953,3940,0.008350,3940,0.015724,5322,0.61635,3940,0.025002,3940,0,1,1,1,0,1
1682,data/100_Independent1682,8621,0.00461,4025,0.00699,4025,0.008139,4025,0.015091,4619,0.6203640000000000,4025,0.02441000000000000,4025,0,1,1,1,0,1
1683,data/100_Independent1683,8155,0.005059000000000000,3963,0.00747,3963,0.008270,3963,0.015055,4747,0.63432,3963,0.024888,3963,0,1,1,1,0,1
1684,data/100_Independent1684,7298,0.005111,3774,0.00714,3774,0.008614,3774,0.01630000000000000,4735,0.6266,3774,0.02674300000000000,3774,0,1,1,1,0,1
1685,data/100_Independent1685,8345,0.004996000000000000,4007,0.007678,4007,0.00834,4007,0.01496800000000000,4876,0.6946040000000000,4007,0.027074,4007,0,1,1,1,0,1
1686,data/100_Independent1686,7168,0.004683,3460,0.007198,3460,0.00836,3460,0.015055,4264,0.63137,3460,0.023025,3460,0,1,1,1,0,1
1687,data/100_Independent1687,9319,0.004960,4041,0.007269,4041,0.008075000000000001,4041,0.01511,5147,0.65861,4041,0.024494,4041,0,1,1,1,0,1
1688,data/100_Independent1688,6862,0.004967,3492,0.007096,3492,0.008661,3492,0.015207,4463,0.65727,3492,0.03706100000000000,3492,0,1,1,1,0,1
1689,data/100_Independent1689,8092,0.004884000000000000,3784,0.00749,3784,0.008188,3784,0.014880,4442,0.6511670000000001,3784,0.024376,3784,0,1,1,1,0,1
1690,data/100_Independent1690,7174,0.007423,3671,0.007692,3671,0.01244,3671,0.01676400000000000,3783,0.7560,3671,0.026877,3671,0,1,1,1,0,1
1691,data/100_Independent1691,7635,0.007276,3607,0.007806,3607,0.007996,3607,0.01517,4054,0.6112100000000000,3607,0.02555,3607,0,1,1,1,0,1
1692,data/100_Independent1692,6847,0.007740,3583,0.007474,3583,0.009028,3545,0.017340,3545,0.6374,3545,0.04735,3545,0,0,0,1,1,1
1693,data/100_Independent1693,6524,0.007544,3041,0.00745,3041,0.008616000000000000,3039,0.01571,3292,0.62413,3039,0.051898,3039,0,0,0,1,0,1
1694,data/100_Independent1694,7184,0.00708,3674,0.007073,3674,0.009198,3674,0.017483,3674,0.61420,3674,0.027786,3674,0,1,1,1,1,1
1695,data/100_Independent1695,7797,0.009152,3844,0.007371,3844,0.008591,3844,0.016022,3844,0.62632,3844,0.024986,3844,0,1,1,1,1,1
1696,data/100_Independent1696,6816,0.007595,3204,0.007365,3204,0.008807,3185,0.01674000000000000,3330,0.62145,3185,0.04643100000000000,3185,0,0,0,1,0,1
1697,data/100_Independent1697,6714,0.007451,3392,0.012238000000000001,3392,0.00947,3370,0.01748700000000000,3370,0.62806,3370,0.050988,3370,0,0,0,1,1,1
1698,data/100_Independent1698,6747,0.008795,3372,0.007658,3372,0.008547,3309,0.015954,3650,0.61006,3309,0.04701600000000000,3309,0,0,0,1,0,1
1699,data/100_Independent1699,6716,0.007434000000000000,3394,0.007419,3394,0.008922,3384,0.016309,3416,0.6160450000000000,3384,0.063202,3384,0,0,0,1,0,1
1700,data/100_Independent1700,5631,0.007457,3328,0.007430,3328,0.009453000000000000,3295,0.015841,3295,0.61385,3295,0.044468,3295,0,0,0,1,1,1
1701,data/100_Independent1701,5372,0.007778,3502,0.007643,3252,0.009019,3224,0.01637800000000000,3240,0.6208,3246,0.0779,3224,0,0,0,1,0,0
1702,data/100_Independent1702,5633,0.007419000000000000,3578,0.007273,3578,0.008515999999999999,3578,0.01554100000000000,3578,0.6138580000000000,3578,0.026460,3578,0,1,1,1,1,1
1703,data/100_Independent1703,5350,0.007621000000000000,3012,0.007382,3012,0.008643,3012,0.015941,3012,0.6190300000000000,3012,0.027114,3012,0,1,1,1,1,1
1704,data/100_Independent1704,5966,0.007704,3832,0.007449,3703,0.00874700000000000,3649,0.01616800000000000,3649,0.63160,3649,0.075862,3649,0,0,0,1,1,1
1705,data/100_Independent1705,6297,0.007666,3957,0.007328000000000000,3787,0.008669000000000000,3763,0.01714400000000000,3772,0.6168210000000000,3763,0.12806,3763,0,0,0,1,0,1
1706,data/100_Independent1706,4786,0.007276,2977,0.007126,2977,0.008825,2977,0.01669,2977,0.61420,2977,0.026826,2977,0,1,1,1,1,1
1707,data/100_Independent1707,5996,0.007395,3688,0.007365,3500,0.008777999999999999,3457,0.016382,3457,0.61642,3457,0.078782,3457,0,0,0,1,1,1
1708,data/100_Independent1708,5743,0.007863,3654,0.007140,3314,0.008976,3306,0.01753500000000000,3306,0.6139500000000000,3306,0.1105200000000000,3306,0,0,0,1,1,1
1709,data/100_Independent1709,6607,0.007486,3772,0.007298,3772,0.008519,3772,0.015570,3772,0.62627,3772,0.025922,3772,0,1,1,1,1,1
1710,data/100_Independent1710,4554,0.007848000000000001,3186,0.007202,3067,0.008620,3042,0.016161,3042,0.61983,3042,0.0614360000000000,3042,0,0,0,1,1,1
1711,data/100_Independent1711,4809,0.007646000000000000,3699,0.007266,3699,0.008663000000000001,3613,0.01665500000000000,3613,0.6223,3613,0.04623300000000000,3613,0,0,0,1,1,1
1712,data/100_Independent1712,3537,0.007649,2990,0.007848,2990,0.008281,2968,0.014988,2968,0.62210,2968,0.042957,2968,0,0,0,1,1,1
1713,data/100_Independent1713,4327,0.007705,3160,0.007601000000000000,3160,0.008937,3160,0.01604600000000000,3160,0.62346,3160,0.025147,3160,0,1,1,1,1,1
1714,data/100_Independent1714,4291,0.007287,3113,0.007503,3113,0.008228,3113,0.016511,3113,0.63130,3113,0.027631,3113,0,1,1,1,1,1
1715,data/100_Independent1715,4156,0.007419,3092,0.007830,3092,0.008954,3092,0.016813,3092,0.62226,3092,0.025654,3092,0,1,1,1,1,1
1716,data/100_Independent1716,4588,0.007376,3401,0.007245,3401,0.008798,3401,0.017004,3401,0.6208,3401,0.026725,3401,0,1,1,1,1,1
1717,data/100_Independent1717,4466,0.00769,3125,0.007435,3125,0.008089000000000001,3125,0.015974,3125,0.62451,3125,0.025606,3125,0,1,1,1,1,1
1718,data/100_Independent1718,4869,0.007606,3799,0.00777,3553,0.008815,3499,0.017534,3499,0.6385320000000000,3499,0.12558,3499,0,0,0,1,1,1
1719,data/100_Independent1719,4245,0.007829,3130,0.00728,3130,0.009029,3065,0.015579,3065,0.6211230000000000,3065,0.046928,3065,0,0,0,1,1,1
1720,data/100_Independent1720,7252,0.004861,2513,0.006980000000000000,2513,0.00818,2513,0.015955,3363,0.6368980000000000,2513,0.02598500000000000,2513,0,1,1,1,0,1
1721,data/100_Independent1721,7146,0.004802,2486,0.007089,2486,0.00777,2486,0.015034,3283,0.6658960000000000,2486,0.023754,2486,0,1,1,1,0,1
1722,data/100_Independent1722,7050,0.004677,2435,0.00699,2435,0.008345000000000000,2435,0.01530400000000000,3428,0.63840,2435,0.023619,2435,0,1,1,1,0,1
1723,data/100_Independent1723,7170,0.004507,2464,0.0070790000000000,2464,0.007856,2464,0.014416,3433,1.50258,2464,0.02435800000000000,2464,0,1,1,1,0,1
1724,data/100_Independent1724,7316,0.004839,2719,0.0069,2719,0.00894,2719,0.01659300000000000,3879,0.71644,2719,0.025656,2719,0,1,1,1,0,1
1725,data/100_Independent1725,5661,0.00506,2632,0.007084,2632,0.008562999999999999,2632,0.015502,3483,0.63071,2632,0.02501700000000000,2632,0,1,1,1,0,1
1726,data/100_Independent1726,8261,0.004833,2943,0.007103,2943,0.00762,2943,0.014848,4196,0.63796,2943,0.024659,2943,0,1,1,1,0,1
1727,data/100_Independent1727,7131,0.004736000000000000,2721,0.007196,2721,0.008718,2721,0.015295,3737,0.63595,2721,0.025748,2721,0,1,1,1,0,1
1728,data/100_Independent1728,7185,0.004695,2604,0.006911,2604,0.008297,2604,0.014734,3350,0.6409030000000000,2604,0.024579,2604,0,1,1,1,0,1
1729,data/100_Independent1729,6649,0.004702,2706,0.007225000000000000,2706,0.007940,2706,0.01515200000000000,3740,0.6464810000000000,2706,0.024328,2706,0,1,1,1,0,1
1730,data/100_Independent1730,5209,0.007075,1968,0.007305000000000000,1968,0.008671999999999999,1968,0.016582,1968,0.60962,1968,0.026352,1968,0,1,1,1,1,1
1731,data/100_Independent1731,6325,0.007955000000000000,2605,0.007611000000000000,2605,0.009058,2605,0.018008,2661,0.62096,2605,0.02818,2605,0,1,1,1,0,1
1732,data/100_Independent1732,5304,0.007329,2065,0.007342,2065,0.008403,2065,0.016151,2320,0.62831,2065,0.02592200000000000,2065,0,1,1,1,0,1
1733,data/100_Independent1733,5901,0.007633,2298,0.007283,2298,0.008837,2297,0.015457,2297,0.62517,2297,0.044502,2297,0,0,0,1,1,1
1734,data/100_Independent1734,5559,0.007274000000000000,2144,0.007695,2144,0.009065000000000000,2144,0.01610,2347,0.62281,2144,0.025369,2144,0,1,1,1,0,1
1735,data/100_Independent1735,5063,0.007246,2069,0.007366000000000000,2069,0.009103999999999999,2024,0.016018,2115,0.61917,2024,0.055040,2024,0,0,0,1,0,1
1736,data/100_Independent1736,6240,0.016697,2547,0.007680000000000000,2547,0.009070999999999999,2496,0.01669200000000000,2743,0.6224640000000000,2496,0.04889900000000000,2496,0,0,0,1,0,1
1737,data/100_Independent1737,5908,0.007372,2363,0.007377,2363,0.008350,2363,0.015130,2370,0.6238200000000000,2363,0.02450100000000000,2363,0,1,1,1,0,1
1738,data/100_Independent1738,5683,0.008009,2118,0.007663,2118,0.008674,2079,0.016370,2230,0.62531,2079,0.045326,2079,0,0,0,1,0,1
1739,data/100_Independent1739,6259,0.007488,2489,0.008838,2477,0.008577,2477,0.01562100000000000,2524,0.65928,2477,0.026249,2477,0,0,1,1,0,1
1740,data/100_Independent1740,3497,0.007534,1794,0.007143,1794,0.008557,1738,0.016314,1738,0.62026,1738,0.047116,1738,0,0,0,1,1,1
1741,data/100_Independent1741,5087,0.007365000000000000,2559,0.007325,2405,0.008447000000000000,2394,0.01505500000000000,2394,0.62971,2394,0.089345,2394,0,0,0,1,1,1
1742,data/100_Independent1742,5255,0.007621000000000000,2508,0.007388,2508,0.008698,2508,0.015670,2508,0.62711,2508,0.025455,2508,0,1,1,1,1,1
1743,data/100_Independent1743,3493,0.007303,1600,0.007362,1600,0.009118,1600,0.01733,1600,0.6327,1600,0.02735700000000000,1600,0,1,1,1,1,1
1744,data/100_Independent1744,4750,0.007403,2454,0.007552,2454,0.008220999999999999,2399,0.015697,2399,0.64957,2399,0.046294,2399,0,0,0,1,1,1
1745,data/100_Independent1745,3811,0.007828000000000000,1754,0.00755,1754,0.009412,1754,0.01732400000000000,1754,0.62375,1754,0.027654,1754,0,1,1,1,1,1
1746,data/100_Independent1746,4602,0.00766,2355,0.007449,2355,0.008700,2286,0.01622100000000000,2286,0.66559,2286,0.046250,2286,0,0,0,1,1,1
1747,data/100_Independent1747,3483,0.007633,1474,0.00743,1380,0.008828,1338,0.015919,1338,0.69511,1338,0.063169,1338,0,0,0,1,1,1
1748,data/100_Independent1748,3873,0.007307,1753,0.007244,1753,0.008325000000000001,1753,0.01531900000000000,1753,0.62158,1753,0.024808,1753,0,1,1,1,1,1
1749,data/100_Independent1749,3893,0.007192,1724,0.007590000000000000,1724,0.008574,1676,0.016514,1676,0.62162,1676,0.046934,1676,0,0,0,1,1,1
1750,data/100_Independent1750,13326,0.004832000000000000,8873,0.007164,8873,0.008318000000000001,8873,0.014318,9530,0.63519,8873,0.023887,8873,0,1,1,1,0,1
1751,data/100_Independent1751,12149,0.005198000000000000,8225,0.007102,8225,0.008030,8225,0.01483400000000000,8546,0.64055,8225,0.02401300000000000,8225,0,1,1,1,0,1
1752,data/100_Independent1752,12728,0.004953,8809,0.007537,8809,0.008612,8809,0.015999,9986,0.63421,8809,0.025881,8809,0,1,1,1,0,1
1753,data/100_Independent1753,13671,0.005010,9345,0.007325,9345,0.007820,9345,0.01374,9958,0.63090,9345,0.023296,9345,0,1,1,1,0,1
1754,data/100_Independent1754,12322,0.004800,8358,0.007135000000000000,8358,0.008203000000000000,8358,0.014911,9256,0.6327,8358,0.02378700000000000,8358,0,1,1,1,0,1
1755,data/100_Independent1755,13595,0.004682,8847,0.00768,8847,0.008545000000000001,8847,0.014327,9590,0.63018,8847,0.023727,8847,0,1,1,1,0,1
1756,data/100_Independent1756,12424,0.004807,8329,0.006867000000000000,8329,0.008295,8329,0.015774,9053,0.61201,8329,0.02428,8329,0,1,1,1,0,1
1757,data/100_Independent1757,13490,0.004757000000000000,9061,0.0071,9061,0.008326,9061,0.01431600000000000,9906,0.63165,9061,0.023532,9061,0,1,1,1,0,1
1758,data/100_Independent1758,12601,0.004674,9178,0.007042,9178,0.007854,9178,0.014424,10134,0.63994,9178,0.023419,9178,0,1,1,1,0,1
1759,data/100_Independent1759,12989,0.004756,8626,0.007003,8626,0.007849999999999999,8626,0.013984,9428,0.6453890000000000,8626,0.023817,8626,0,1,1,1,0,1
1760,data/100_Independent1760,10512,0.007456000000000000,7459,0.007529,7459,0.008675000000000000,7407,0.015595,7450,0.62593,7450,0.045878,7407,0,0,0,1,0,0
1761,data/100_Independent1761,13223,0.007537000000000000,9659,0.007478000000000000,9659,0.008351,9654,0.01539800000000000,9654,0.60832,9654,0.04465400000000000,9654,0,0,0,1,1,1
1762,data/100_Independent1762,13368,0.007557,9385,0.007997,9346,0.008343,9346,0.015324,9346,0.6486,9346,0.024099,9346,0,0,1,1,1,1
1763,data/100_Independent1763,13002,0.007041,9176,0.008221,9176,0.00818,9176,0.015062,9176,0.61805,9176,0.024538,9176,0,1,1,1,1,1
1764,data/100_Independent1764,11140,0.007277,7883,0.015154000000000001,7883,0.00808,7817,0.01467900000000000,7817,0.62028,7817,0.043664,7817,0,0,0,1,1,1
1765,data/100_Independent1765,11030,0.007233000000000000,8018,0.007316,8018,0.008900,8018,0.015149,8039,0.64009,8018,0.029508,8018,0,1,1,1,0,1
1766,data/100_Independent1766,11076,0.007485,7857,0.007858,7857,0.008502,7857,0.014614,7857,0.6143130000000000,7857,0.024501,7857,0,1,1,1,1,1
1767,data/100_Independent1767,12587,0.007618,8854,0.007571000000000000,8818,0.008260,8775,0.015239,8775,0.5996170000000000,8775,0.061068,8775,0,0,0,1,1,1
1768,data/100_Independent1768,11156,0.007083,7945,0.007099,7945,0.007953,7945,0.015442,7948,0.60502,7945,0.02522,7945,0,1,1,1,0,1
1769,data/100_Independent1769,13096,0.007207000000000000,9346,0.00808,9346,0.008632,9346,0.014985,9346,0.6616100000000000,9346,0.025441,9346,0,1,1,1,1,1
1770,data/100_Independent1770,9531,0.007412,7786,0.006911000000000000,7786,0.007993999999999999,7786,0.01456500000000000,7786,0.62028,7786,0.023018,7786,0,1,1,1,1,1
1771,data/100_Independent1771,9951,0.007463,7923,0.007112,7923,0.009015,7921,0.01523700000000000,7921,0.61916,7921,0.044090,7921,0,0,0,1,1,1
1772,data/100_Independent1772,10982,0.007722,8610,0.00722,8516,0.008375,8500,0.015037,8500,0.61556,8500,0.0593420000000000,8500,0,0,0,1,1,1
1773,data/100_Independent1773,10413,0.00757,8178,0.007459,8178,0.008856,8124,0.016837,8124,0.62148,8124,0.049239,8124,0,0,0,1,1,1
1774,data/100_Independent1774,11130,0.007298,8553,0.00730,8553,0.008398,8553,0.015913,8553,0.62377,8553,0.025371,8553,0,1,1,1,1,1
1775,data/100_Independent1775,10446,0.007730,8237,0.007804000000000000,8148,0.008373,8108,0.015035,8108,0.62084,8108,0.072722,8108,0,0,0,1,1,1
1776,data/100_Independent1776,11046,0.007469,8726,0.007590000000000000,8619,0.008275,8601,0.015557,8601,0.61343,8601,0.059565,8601,0,0,0,1,1,1
1777,data/100_Independent1777,10546,0.007564,8216,0.007775,8216,0.008543,8216,0.014590,8216,0.6211660000000000,8216,0.024050,8216,0,1,1,1,1,1
1778,data/100_Independent1778,9635,0.007479,7454,0.007543,7454,0.008475,7454,0.015781,7454,0.6243830000000000,7454,0.026162,7454,0,1,1,1,1,1
1779,data/100_Independent1779,11986,0.007662000000000000,9340,0.007299,9340,0.008250,9340,0.015682,9340,0.64193,9340,0.024665,9340,0,1,1,1,1,1
1780,data/100_Independent1780,8887,0.00788,7734,0.007354,7734,0.008510,7734,0.014462,7734,0.62351,7734,0.02430,7734,0,1,1,1,1,1
1781,data/100_Independent1781,10230,0.007610000000000000,8997,0.007239,8997,0.008197,8997,0.014735,8997,0.65112,8997,0.023352,8997,0,1,1,1,1,1
1782,data/100_Independent1782,9343,0.007458,8307,0.007310,8307,0.008477000000000000,8307,0.016345,8307,0.624,8307,0.02456300000000000,8307,0,1,1,1,1,1
1783,data/100_Independent1783,8968,0.007496000000000000,7877,0.007451,7877,0.008314,7877,0.014381,7877,0.62268,7877,0.023514,7877,0,1,1,1,1,1
1784,data/100_Independent1784,8021,0.007592,6942,0.007294,6942,0.008358,6942,0.01569700000000000,6942,0.61883,6942,0.02499,6942,0,1,1,1,1,1
1785,data/100_Independent1785,8294,0.007512000000000000,6776,0.007469,6776,0.008704,6776,0.01577400000000000,6776,0.63246,6776,0.02537,6776,0,1,1,1,1,1
1786,data/100_Independent1786,9006,0.007538,7826,0.007403,7769,0.008463000000000000,7769,0.01580500000000000,7769,0.62929,7769,0.025324,7769,0,0,1,1,1,1
1787,data/100_Independent1787,10650,0.007556,9584,0.007581,9379,0.00896,9354,0.016501,9354,0.62299,9354,0.076598,9354,0,0,0,1,1,1
1788,data/100_Independent1788,8636,0.007551,7593,0.007253,7470,0.008662000000000000,7453,0.015734,7453,0.62725,7453,0.073426,7453,0,0,0,1,1,1
1789,data/100_Independent1789,9937,0.007445,8210,0.007421000000000000,8210,0.008564,8210,0.016981,8210,0.6270,8210,0.026156,8210,0,1,1,1,1,1
1790,data/100_Independent1790,8884,0.00749,8591,0.007173,8591,0.008979,8588,0.015896,8588,0.64286,8588,0.044745,8588,0,0,0,1,1,1
1791,data/100_Independent1791,7019,0.007264000000000000,6983,0.007306,6873,0.012435,6786,0.017361,6786,0.62066,6786,0.085561,6786,0,0,0,1,1,1
1792,data/100_Independent1792,9691,0.007126,9242,0.007312,9242,0.008190,9242,0.016120,9242,0.6142140000000000,9242,0.025577,9242,0,1,1,1,1,1
1793,data/100_Independent1793,7663,0.008503999999999999,7552,0.007292,7552,0.008271,7520,0.01566,7520,0.62278,7520,0.061183,7520,0,0,0,1,1,1
1794,data/100_Independent1794,7262,0.007504,7162,0.007600000000000000,7026,0.008592000000000001,7021,0.01533300000000000,7021,0.6330870000000000,7021,0.0740550000000000,7021,0,0,0,1,1,1
1795,data/100_Independent1795,8493,0.007461,7712,0.007206,7712,0.00881,7712,0.015659,7712,0.61505,7712,0.034298,7712,0,1,1,1,1,1
1796,data/100_Independent1796,8913,0.007100000000000000,8443,0.007026,8443,0.008274000000000000,8443,0.01505600000000000,8443,0.63272,8443,0.024889,8443,0,1,1,1,1,1
1797,data/100_Independent1797,8546,0.007531,8401,0.007587000000000000,8401,0.008532,8340,0.016102,8340,0.6170210000000000,8340,0.045032,8340,0,0,0,1,1,1
1798,data/100_Independent1798,7640,0.007468,7457,0.007164,7457,0.008685,7449,0.016057,7449,0.62255,7449,0.04481800000000000,7449,0,0,0,1,1,1
1799,data/100_Independent1799,6860,0.007240,6559,0.007346,6559,0.008410,6556,0.015745,6556,0.6155300000000000,6556,0.044797,6556,0,0,0,1,1,1
1800,data/100_Independent1800,7435,0.007109,7307,0.007606,7307,0.008823,7307,0.01532400000000000,7307,0.6124540000000001,7307,0.023647,7307,0,1,1,1,1,1
1801,data/100_Independent1801,8232,0.010259,8117,0.007288000000000000,8088,0.00794,8051,0.015832,8051,0.61930,8051,0.04380600000000000,8051,0,0,0,1,1,1
1802,data/100_Independent1802,8422,0.007430,8467,0.007294000000000000,8383,0.007962000000000000,8380,0.015838,8380,0.60157,8380,0.061054,8380,0,0,0,1,1,1
1803,data/100_Independent1803,6971,0.007365,6919,0.007092000000000000,6842,0.008219000000000001,6804,0.01546800000000000,6804,0.60314,6804,0.058427,6804,0,0,0,1,1,1
1804,data/100_Independent1804,8081,0.007369,7710,0.006966,7669,0.008193000000000001,7645,0.022676,7645,0.6162860000000000,7645,0.060125,7645,0,0,0,1,1,1
1805,data/100_Independent1805,7592,0.007413,7599,0.007145,7599,0.009277,7531,0.031952,7531,0.60802,7531,0.042201,7531,0,0,0,1,1,1
1806,data/100_Independent1806,8320,0.007192,8218,0.00697,8218,0.008513,8218,0.01625900000000000,8218,0.61869,8218,0.02539300000000000,8218,0,1,1,1,1,1
1807,data/100_Independent1807,8684,0.007036,8724,0.007403000000000000,8724,0.007939,8678,0.013785,8678,0.60759,8678,0.040253,8678,0,0,0,1,1,1
